0.140708596,0.071452021,0.113553921,0.093484359,0.075795959,0.118850338,0.105540685,0.116758406,0.065978696,0.097877018
0.136728558,0.069023467,0.067910006,0.076494237,0.150780853,0.074746551,0.111846233,0.097339880,0.147340598,0.067789617
0.059642384,0.123360818,0.150011752,0.084130437,0.108691198,0.107374156,0.112948117,0.084983809,0.059560192,0.109297138
0.086701636,0.130481793,0.071213166,0.113742951,0.071688073,0.069935028,0.070752574,0.115415342,0.108467624,0.161601813
0.067576033,0.113444927,0.101929928,0.154736866,0.081875157,0.088489619,0.118577398,0.087659749,0.114369050,0.071341272
0.106885854,0.085569471,0.077830210,0.137704621,0.102265494,0.071452701,0.059412922,0.089486070,0.152028763,0.117363892
0.124530206,0.097486163,0.059463833,0.072167571,0.135354040,0.113787687,0.113585906,0.121613137,0.069961964,0.092049495
0.097282240,0.082390881,0.107950468,0.072984735,0.145214373,0.072440480,0.091797506,0.070184985,0.074936243,0.184818089
0.099723568,0.059480324,0.053014893,0.135041300,0.137520481,0.110238462,0.139269391,0.091810605,0.097768905,0.076132069
0.099622520,0.138319111,0.138806505,0.096361065,0.113554087,0.067176816,0.116380133,0.113605476,0.056612826,0.059561462
0.146864484,0.106620596,0.082996684,0.066377223,0.070759063,0.063960630,0.141934239,0.091928771,0.067600340,0.160957972
0.070325798,0.154582329,0.104946068,0.085882875,0.071843860,0.116455606,0.081733593,0.081373970,0.151693897,0.081162006
0.134212483,0.108319417,0.061815175,0.099864777,0.066167000,0.088762218,0.131586031,0.124289216,0.119254763,0.065728918
0.085021087,0.074191107,0.156037065,0.090164786,0.092497904,0.088277956,0.123872873,0.098501998,0.091213409,0.100221815
0.113793169,0.108415022,0.088742537,0.122802870,0.108263847,0.083124873,0.059326414,0.138738175,0.062602841,0.114190252
0.135894496,0.070686481,0.075134245,0.132003517,0.068349734,0.125208710,0.080667529,0.092755384,0.127102157,0.092197748
0.136828084,0.058439706,0.095176640,0.118521066,0.134119917,0.081858392,0.065942194,0.084984680,0.085161214,0.138968107
0.084062110,0.103969157,0.141913920,0.117443655,0.126287849,0.087133646,0.094218899,0.076690721,0.082511408,0.085768635
0.119507049,0.102067817,0.118346134,0.062399932,0.066462939,0.127862523,0.086389124,0.128974163,0.084279880,0.103710440
0.100189152,0.084845953,0.100276273,0.087546725,0.108410103,0.142230012,0.083181626,0.107771649,0.114537953,0.071010553
0.061422604,0.073622795,0.110827169,0.105285352,0.084137696,0.059281804,0.116584328,0.146781169,0.140768091,0.101288993
0.143469461,0.118825454,0.080246339,0.099636399,0.100561258,0.145618132,0.083321658,0.078712358,0.060422560,0.089186381
0.149291069,0.157764358,0.062697060,0.110249547,0.082044509,0.077523011,0.078172151,0.071799202,0.103207827,0.107251265
0.071513021,0.095095947,0.069667269,0.100957662,0.120975562,0.085805799,0.164552608,0.072024300,0.063070627,0.156337207
0.069380827,0.129944152,0.099085091,0.069616775,0.064852738,0.125096774,0.125958909,0.112843732,0.071069432,0.132151571
0.098476276,0.140712506,0.077933447,0.084889914,0.153194299,0.102347955,0.097251678,0.064126192,0.089774056,0.091293676
0.077263578,0.099929482,0.135430553,0.080200713,0.077935921,0.109895037,0.133029534,0.067530642,0.099010857,0.119773685
0.090185473,0.069443550,0.075535077,0.102281250,0.115471590,0.112750221,0.097932680,0.098759519,0.118417731,0.119222909
0.074219264,0.133405135,0.075015539,0.075923624,0.096099642,0.090715232,0.102359473,0.111925794,0.126768320,0.113567979
0.125176669,0.082849095,0.131561509,0.117053318,0.087962727,0.089360520,0.119815478,0.083170645,0.071124490,0.091925551
0.106403734,0.114021894,0.089472234,0.119681538,0.117488481,0.094336746,0.082057691,0.121235167,0.075649006,0.079653509
0.055145660,0.139068970,0.070193728,0.073850302,0.081806953,0.138958367,0.072175774,0.137288259,0.108553438,0.122958549
0.074495689,0.189103798,0.086545874,0.085088336,0.116530355,0.076534916,0.123213285,0.099151407,0.072645544,0.076690795
0.087321708,0.167991530,0.100693554,0.073777589,0.082875909,0.126158169,0.128593402,0.089677200,0.073136088,0.069774850
0.071554924,0.105321712,0.093366635,0.152014225,0.121111225,0.070111318,0.078572700,0.096443363,0.109326603,0.102177294
0.141182642,0.063001766,0.081574040,0.124519694,0.077384194,0.058276317,0.071172428,0.117732853,0.122313867,0.142842198
0.097725435,0.070701966,0.062233190,0.060280051,0.118105290,0.141177104,0.108587406,0.140204625,0.102739124,0.098245809
0.097509252,0.109122842,0.068405248,0.149028786,0.065048399,0.138933128,0.147448656,0.062139932,0.070246887,0.092116869
0.065807236,0.067639971,0.096485448,0.133277859,0.126235292,0.112107468,0.065755014,0.125670301,0.070709020,0.136312393
0.124111853,0.087496845,0.137512711,0.134404195,0.055166070,0.066838624,0.055517822,0.099766382,0.118756678,0.120428821
0.124384310,0.135324076,0.108763918,0.077192224,0.085368069,0.110504031,0.080012605,0.089230560,0.131754292,0.057465915
0.059164155,0.133565858,0.100528794,0.119841535,0.126225810,0.096891732,0.068091654,0.066447474,0.078667013,0.150575976
0.095643167,0.084153307,0.070388498,0.083774721,0.082006564,0.127247501,0.134490575,0.146794592,0.090211456,0.085289619
0.137766755,0.128549815,0.076569578,0.081223261,0.131382038,0.074325616,0.072902945,0.087041244,0.094492100,0.115746648
0.085178525,0.058780919,0.087967580,0.146393059,0.087521861,0.098574027,0.132916273,0.132233324,0.107605569,0.062828862
0.095926433,0.068316977,0.080300571,0.110855997,0.147804729,0.120820811,0.074268261,0.117632578,0.098461010,0.085612633
0.094312704,0.077751342,0.102981892,0.089628255,0.095505545,0.168005827,0.111502175,0.076995933,0.065624589,0.117691738
0.078356275,0.141776647,0.122004742,0.094869758,0.105497071,0.095824619,0.054965528,0.095826592,0.096023693,0.114855075
0.109822838,0.141825770,0.089583439,0.089697658,0.102580625,0.079958554,0.076406145,0.140231166,0.087611650,0.082282155
0.074217537,0.075087327,0.091886989,0.071690718,0.131900028,0.106498167,0.120192918,0.130983629,0.097442978,0.100099708
0.068695410,0.090939933,0.068284081,0.110095138,0.079367732,0.133549830,0.121044859,0.068992912,0.160708982,0.098321123
0.068485200,0.124784151,0.147930895,0.065003862,0.131288464,0.076607668,0.127315483,0.077345582,0.076000600,0.105238094
0.087271857,0.068650006,0.173451814,0.078491916,0.077307920,0.127063484,0.067718190,0.076846071,0.162866095,0.080332649
0.126299460,0.069704724,0.066838512,0.105580002,0.067278291,0.153422674,0.074869368,0.108821737,0.153019825,0.074165407
0.101912758,0.080703433,0.065855993,0.095886987,0.091025661,0.138557593,0.066108518,0.130383911,0.149957118,0.079608028
0.097821465,0.078482166,0.114382052,0.124921381,0.084136782,0.131256320,0.095029924,0.107673331,0.073763609,0.092532971
0.079696177,0.082281356,0.110227342,0.097330268,0.124676561,0.112869623,0.142155391,0.063346362,0.130861317,0.056555603
0.078358664,0.092109457,0.108527589,0.136499417,0.105827673,0.116357079,0.088927863,0.142095016,0.058508380,0.072788861
0.086409549,0.061726279,0.106414298,0.118174257,0.126955858,0.093389399,0.137577854,0.064854462,0.090510734,0.113987312
0.160403139,0.095308804,0.093158961,0.070786064,0.074185327,0.139051297,0.113464108,0.077264761,0.081052666,0.095324873
0.073276580,0.098070403,0.110215389,0.079695052,0.142645523,0.144626159,0.067554292,0.082897305,0.121780645,0.079238651
0.111372485,0.131773950,0.062387031,0.138565112,0.062022121,0.107007362,0.082604447,0.105530381,0.071808101,0.126929009
0.163550511,0.157110243,0.120050920,0.076290841,0.065856265,0.106447593,0.100020976,0.068576848,0.066498700,0.075597102
0.078765681,0.082990852,0.161177872,0.097767375,0.075299597,0.082807800,0.076580001,0.110317472,0.084321358,0.149971992
0.088757720,0.120198008,0.081146242,0.077147746,0.090846345,0.072150381,0.119942605,0.144636593,0.081680927,0.123493433
0.128562402,0.139595516,0.056324150,0.101700497,0.113038391,0.113041193,0.053137319,0.083316724,0.121624183,0.089659623
0.097406221,0.083270405,0.065361712,0.067941055,0.149460419,0.127993387,0.069378634,0.146622077,0.097198339,0.095367750
0.126581694,0.124792590,0.119457709,0.084997610,0.062334927,0.070078456,0.069156317,0.106739777,0.098445913,0.137415008
0.152964246,0.067366731,0.086611696,0.106895342,0.066684975,0.124495458,0.097939895,0.146144262,0.081468941,0.069428455
0.117700926,0.090227340,0.078716979,0.145650033,0.079191383,0.084924256,0.084230553,0.131791311,0.081145479,0.106421738
0.056136108,0.103442010,0.136050072,0.086674692,0.147421993,0.128408223,0.067479728,0.074857342,0.121678985,0.077850847
0.107319383,0.090502425,0.090814753,0.127470112,0.079703886,0.128132398,0.135468921,0.063736307,0.083957120,0.092894695
0.079545895,0.114481016,0.075632549,0.149659388,0.066413366,0.116784639,0.099980020,0.062070883,0.094459981,0.140972265
0.127955035,0.066954064,0.133103270,0.134985625,0.097027909,0.085040182,0.063438736,0.094310017,0.137641879,0.059543283
0.099743107,0.073345908,0.071118732,0.089451604,0.137307303,0.072015654,0.091377676,0.080700648,0.174688652,0.110250716
0.109771294,0.129343685,0.108311851,0.060179547,0.122240813,0.095968883,0.092671415,0.098646377,0.087900194,0.094965941
0.124526613,0.086543538,0.069518789,0.106906543,0.098212341,0.102312851,0.078822297,0.110553854,0.120378539,0.102224635
0.104859453,0.084531201,0.109484873,0.149526661,0.073753648,0.064289392,0.121148432,0.094786153,0.093745313,0.103874875
0.073911154,0.090028207,0.086196666,0.125753879,0.125698403,0.134376770,0.084490112,0.073349622,0.083151056,0.123044132
0.102611246,0.114641140,0.083754902,0.131203485,0.097249724,0.070944158,0.156023414,0.062089198,0.064107613,0.117375120
0.107926074,0.074740276,0.093018691,0.084374492,0.098542717,0.103908994,0.132328480,0.150046723,0.093767280,0.061346272
0.103152147,0.060526381,0.101298937,0.067901699,0.090010577,0.123492890,0.142939612,0.129797329,0.085955925,0.094924503
0.100249538,0.096485642,0.092230111,0.106366221,0.100404065,0.140210115,0.106764825,0.128164695,0.074428272,0.054696515
0.067710589,0.150115367,0.155050258,0.083677671,0.065699298,0.093430771,0.062671327,0.108003557,0.143597284,0.070043878
